employee_id,department,amount,category,merchant,description,receipt_attached,hour_of_day,day_of_week,is_weekend,is_round_number,description_length,is_anomaly,monthly_expense_count,monthly_total_amount,amount_vs_avg_ratio,days_since_last_expense,category_frequency,merchant_frequency
EMP0024,marketing,370.81,client_entertainment,Restaurant,Client Entertainment - Restaurant,True,7,0,0,0,80,0,45,16388.05,1.02,7,0.73,0.56
EMP0024,marketing,3864.91,equipment,Amazon,Equipment - Amazon,False,14,3,0,0,8,1,46,20252.96,8.78,1,0.58,0.28
EMP0024,marketing,53.54,miscellaneous,Other,Miscellaneous - Other,True,19,2,0,0,48,0,47,20306.5,0.12,0,0.79,0.27
EMP0024,marketing,115.31,software,Slack,Software - Slack,False,13,3,0,0,21,0,48,20421.81,0.27,8,0.57,0.26
EMP0024,marketing,221.02,accommodation,Hilton,Accommodation - Hilton,True,10,0,0,0,33,0,49,20642.829999999998,0.52,14,0.57,0.51
EMP0024,marketing,296.22,meals,Chipotle,Meals - Chipotle,False,13,4,0,0,14,1,50,20939.05,0.71,11,0.25,0.15
EMP0024,marketing,68.33,equipment,Lenovo,Equipment - Lenovo,True,9,3,0,0,22,1,51,21007.38,0.17,9,0.35,0.26
EMP0024,marketing,249.85,software,Slack,Software - Slack,True,11,1,0,0,10,0,52,21257.23,0.61,9,0.44,0.07
EMP0024,marketing,112.37,miscellaneous,Various,Miscellaneous - Various,True,14,0,0,0,30,0,53,21369.6,0.28,8,0.82,0.55
EMP0024,marketing,248.83,software,Zoom,Software - Zoom,False,9,2,0,0,44,0,54,21618.43,0.62,10,0.47,0.35
EMP0024,marketing,99.3,miscellaneous,Various,Miscellaneous - Various,True,10,3,0,0,74,0,55,21717.73,0.25,14,0.22,0.27
EMP0024,marketing,131.49,office_supplies,Staples,Office Supplies - Staples,True,7,2,0,0,53,0,56,21849.22,0.34,14,0.25,0.25
EMP0025,hr,455.55,training,Udemy,Training - Udemy,True,9,6,1,0,38,0,1,455.55,1.0,17,0.36,0.49
EMP0025,hr,862.26,office_supplies,Workshop,Training - Workshop,True,14,0,0,0,18,1,2,1317.81,1.31,1,0.85,0.35
EMP0025,hr,516.38,equipment,Lenovo,Equipment - Lenovo,True,15,6,1,0,64,0,3,1834.19,0.84,2,0.42,0.49
EMP0025,hr,5059.66,equipment,Lenovo,Equipment - Lenovo,False,9,1,0,0,14,1,4,6893.849999999999,2.94,11,0.83,0.37
EMP0025,hr,251.84,training,Conference Registration,Training - Conference Registration,True,17,2,0,0,24,0,5,7145.69,0.18,4,0.61,0.15
EMP0025,hr,439.49,client_entertainment,Sports Event,Client Entertainment - Sports Event,True,13,3,0,0,30,0,6,7585.18,0.35,8,0.24,0.18
EMP0025,hr,12.72,transportation,Taxi,Transportation - Taxi,True,16,4,0,0,24,0,7,7597.9,0.01,14,0.16,0.17
EMP0025,hr,369.57,training,Udemy,Training - Udemy,True,16,0,0,0,53,0,8,7967.47,0.37,3,0.56,0.18
EMP0025,hr,327.64,miscellaneous,Other,Miscellaneous - Other,True,8,4,0,0,26,1,9,8295.11,0.36,2,0.5,0.56
EMP0025,hr,974.19,equipment,Lenovo,Equipment - Lenovo,True,12,5,1,0,61,0,10,9269.3,1.05,8,0.22,0.45
EMP0025,hr,295.26,client_entertainment,Sports Event,Client Entertainment - Sports Event,True,11,2,0,0,34,0,11,9564.56,0.34,13,0.27,0.52
EMP0025,hr,13.44,transportation,Parking,Transportation - Parking,True,13,0,0,0,56,0,12,9578.0,0.02,14,0.61,0.39
EMP0025,hr,334.36,accommodation,Airbnb,Accommodation - Airbnb,True,15,0,0,0,56,0,13,9912.36,0.44,0,0.1,0.54
EMP0025,hr,646.88,travel,Southwest,Travel - Southwest,True,8,2,0,0,61,0,14,10559.24,0.86,14,0.82,0.53
EMP0025,hr,17.04,miscellaneous,Various,Miscellaneous - Various,True,9,5,1,0,45,0,15,10576.28,0.02,10,0.47,0.36
EMP0025,hr,100.0,software,Adobe,Software - Adobe,True,10,4,0,1,27,1,16,10676.28,0.15,4,0.74,0.36
EMP0025,hr,79.41,software,Google Cloud,Software - Google Cloud,True,14,6,1,0,70,0,17,10755.69,0.13,3,0.47,0.07
EMP0025,hr,227.28,transportation,Lyft,Transportation - Lyft,True,8,4,0,0,28,1,18,10982.97,0.37,4,0.13,0.31
EMP0025,hr,56.17,meals,Subway,Meals - Subway,False,7,6,1,0,59,0,19,11039.14,0.1,3,0.18,0.26
EMP0025,hr,462.74,training,Conference Registration,Training - Conference Registration,True,16,3,0,0,23,0,20,11501.88,0.8,12,0.16,0.33
EMP0025,hr,583.22,travel,American Airlines,Travel - American Airlines,False,19,0,0,0,20,0,21,12085.1,1.01,8,0.63,0.56
EMP0025,hr,1565.1,equipment,Apple Store,Equipment - Apple Store,True,16,1,0,0,50,0,22,13650.2,2.52,2,0.85,0.28
EMP0025,hr,536.45,travel,Delta Airlines,Travel - Delta Airlines,True,8,3,0,0,72,0,23,14186.65,0.87,5,0.61,0.32
EMP0025,hr,15.99,transportation,Uber,Transportation - Uber,True,13,1,0,0,18,0,24,14202.64,0.03,5,0.12,0.52
EMP0025,hr,100.76,software,AWS,Software - AWS,True,13,4,0,0,13,0,25,14303.4,0.18,4,0.67,0.37
EMP0025,hr,322.1,accommodation,Hampton Inn,Accommodation - Hampton Inn,True,11,3,0,0,26,0,26,14625.5,0.57,11,0.39,0.23
EMP0025,hr,70.83,client_entertainment,Sports Event,Client Entertainment - Sports Event,True,18,0,0,0,21,0,27,14696.33,0.13,14,0.57,0.41
EMP0025,hr,147.26,accommodation,Hilton,Accommodation - Hilton,True,17,1,0,0,71,0,28,14843.59,0.28,2,0.14,0.43
EMP0025,hr,243.73,accommodation,Marriott,Accommodation - Marriott,True,10,0,0,0,16,0,29,15087.32,0.47,6,0.17,0.11
EMP0025,hr,225.26,software,Zoom,Software - Zoom,True,14,2,0,0,18,0,30,15312.58,0.44,14,0.15,0.56
EMP0025,hr,235.39,accommodation,Holiday Inn,Accommodation - Holiday Inn,True,13,4,0,0,36,0,31,15547.97,0.47,8,0.48,0.32
EMP0025,hr,175.22,training,Coursera,Training - Coursera,True,11,0,0,0,49,0,32,15723.19,0.36,7,0.26,0.2
EMP0025,hr,103.55,client_entertainment,Sports Event,Client Entertainment - Sports Event,True,15,3,0,0,78,0,33,15826.74,0.22,9,0.68,0.56
EMP0025,hr,158.41,accommodation,Hilton,Accommodation - Hilton,True,13,3,0,0,68,0,34,15985.15,0.34,4,0.31,0.42
EMP0025,hr,458.69,training,Conference Registration,Training - Conference Registration,True,15,2,0,0,17,0,35,16443.84,0.98,9,0.51,0.4
EMP0025,hr,31.7,transportation,Parking,Transportation - Parking,True,19,1,0,0,39,0,36,16475.54,0.07,12,0.53,0.24
EMP0025,hr,125.79,client_entertainment,Sports Event,Client Entertainment - Sports Event,False,15,4,0,0,43,0,37,16601.329999999998,0.28,4,0.9,0.22
EMP0025,hr,148.34,accommodation,Holiday Inn,Accommodation - Holiday Inn,True,12,4,0,0,47,0,38,16749.67,0.34,14,0.23,0.59
EMP0025,hr,1529.9,equipment,Amazon,Equipment - Amazon,True,12,2,0,0,60,0,39,18279.57,3.26,10,0.55,0.47
EMP0025,hr,16.34,meals,Subway,Meals - Subway,True,7,0,0,0,40,0,40,18295.91,0.04,0,0.67,0.47
EMP0025,hr,23.7,meals,DoorDash,Meals - DoorDash,True,10,6,1,0,14,0,41,18319.61,0.05,9,0.54,0.39
EMP0025,hr,838.56,accommodation,Airbnb,Accommodation - Airbnb,True,15,3,0,0,13,1,42,19158.17,1.84,0,0.41,0.13
EMP0025,hr,14.97,transportation,Lyft,Transportation - Lyft,True,9,1,0,0,32,0,43,19173.14,0.03,0,0.66,0.31
EMP0025,hr,190.52,accommodation,Hilton,Accommodation - Hilton,True,9,3,0,0,23,0,44,19363.66,0.43,6,0.69,0.39
EMP0025,hr,255.25,accommodation,Hilton,Accommodation - Hilton,True,13,1,0,0,58,0,45,19618.91,0.59,9,0.86,0.24
EMP0025,hr,21.59,transportation,Lyft,Transportation - Lyft,True,16,0,0,0,73,0,46,19640.5,0.05,5,0.72,0.29
EMP0025,hr,294.62,travel,American Airlines,Travel - American Airlines,False,14,1,0,0,78,0,47,19935.12,0.69,7,0.64,0.48
EMP0025,hr,120.77,accommodation,Hampton Inn,Accommodation - Hampton Inn,True,10,0,0,0,61,0,48,20055.89,0.29,13,0.13,0.21
EMP0026,operations,303.68,accommodation,Airbnb,Accommodation - Airbnb,True,13,1,0,0,42,0,1,303.68,1.0,13,0.54,0.5
EMP0026,operations,146.44,accommodation,Holiday Inn,Accommodation - Holiday Inn,True,11,0,0,0,22,0,2,450.12,0.65,9,0.81,0.23
EMP0026,operations,614.46,travel,Southwest,Travel - Southwest,True,12,2,0,0,41,0,3,1064.58,1.73,6,0.86,0.38
EMP0026,operations,362.89,travel,JetBlue,Travel - JetBlue,True,10,0,0,0,26,0,4,1427.47,1.02,0,0.74,0.18
EMP0026,operations,492.6,equipment,Apple Store,Equipment - Apple Store,True,17,0,0,0,64,0,5,1920.0700000000002,1.28,13,0.82,0.51
EMP0026,operations,100.0,software,AWS,Software - AWS,True,8,0,0,1,28,1,6,2020.0700000000002,0.3,11,0.46,0.48
EMP0026,operations,500.0,transportation,Taxi,Transportation - Taxi,True,16,2,0,1,6,1,7,2520.07,1.39,9,0.24,0.45
EMP0026,operations,155.61,travel,American Airlines,Travel - American Airlines,True,15,1,0,0,52,0,8,2675.6800000000003,0.47,12,0.32,0.22
EMP0026,operations,105.23,miscellaneous,Other,Miscellaneous - Other,True,15,3,0,0,13,1,9,2780.91,0.34,10,0.34,0.15
EMP0026,operations,2023.89,office_supplies,Airbnb,Accommodation - Airbnb,True,13,3,0,0,24,1,10,4804.8,4.21,12,0.63,0.29
EMP0026,operations,76.93,miscellaneous,Other,Miscellaneous - Other,True,7,3,0,0,68,0,11,4881.7300000000005,0.17,1,0.49,0.2
EMP0026,operations,332.66,software,Google Cloud,Software - Google Cloud,True,10,2,0,0,19,0,12,5214.39,0.77,10,0.75,0.25
EMP0026,operations,64.68,meals,DoorDash,Meals - DoorDash,True,8,2,0,0,35,0,13,5279.070000000001,0.16,10,0.54,0.31
EMP0026,operations,34.79,transportation,Car Rental,Transportation - Car Rental,True,10,0,0,0,37,0,14,5313.860000000001,0.09,10,0.72,0.47
EMP0026,operations,66.67,meals,UberEats,Meals - UberEats,True,10,4,0,0,49,0,15,5380.530000000001,0.19,13,0.57,0.51
EMP0026,operations,58.21,meals,Local Restaurant,Meals - Local Restaurant,False,11,1,0,0,21,0,16,5438.74,0.17,13,0.82,0.32
EMP0026,operations,320.2,meals,Local Restaurant,Meals - Local Restaurant,True,12,2,0,0,29,1,17,5758.9400000000005,0.95,14,0.24,0.47
EMP0026,operations,20.41,transportation,Uber,Transportation - Uber,True,9,4,0,0,25,0,18,5779.35,0.06,13,0.54,0.2
EMP0026,operations,62.83,meals,Starbucks,Meals - Starbucks,True,9,3,0,0,77,0,19,5842.18,0.2,3,0.79,0.49
EMP0026,operations,295.18,software,Slack,Software - Slack,True,7,6,1,0,68,0,20,6137.360000000001,0.96,9,0.73,0.48
EMP0026,operations,72.6,miscellaneous,Various,Miscellaneous - Various,True,15,6,1,0,53,0,21,6209.96,0.25,12,0.26,0.42
EMP0026,operations,320.23,accommodation,Hilton,Accommodation - Hilton,True,13,1,0,0,65,0,22,6530.1900000000005,1.08,6,0.33,0.39
EMP0026,operations,15.95,meals,DoorDash,Meals - DoorDash,False,14,4,0,0,10,0,23,6546.14,0.06,0,0.22,0.41
EMP0026,operations,422.2,equipment,Best Buy,Equipment - Best Buy,True,11,3,0,0,63,0,24,6968.34,1.45,7,0.5,0.34
EMP0026,operations,163.4,accommodation,Marriott,Accommodation - Marriott,False,13,2,0,0,78,0,25,7131.74,0.57,5,0.62,0.47
EMP0026,operations,119.89,software,Slack,Software - Slack,False,7,0,0,0,52,0,26,7251.63,0.43,6,0.37,0.33
EMP0026,operations,65.95,software,AWS,Software - AWS,True,14,4,0,0,74,0,27,7317.58,0.24,2,0.19,0.2
EMP0026,operations,719.08,travel,Delta Airlines,Travel - Delta Airlines,True,9,3,0,0,25,0,28,8036.66,2.51,6,0.13,0.41
EMP0026,operations,917.74,equipment,Lenovo,Equipment - Lenovo,True,15,3,0,0,36,0,29,8954.4,2.97,10,0.69,0.43
EMP0026,operations,57.91,software,Google Cloud,Software - Google Cloud,True,12,4,0,0,42,0,30,9012.31,0.19,13,0.6,0.55
EMP0026,operations,1886.97,equipment,Apple Store,Equipment - Apple Store,True,11,1,0,0,38,0,31,10899.28,5.37,14,0.8,0.53
EMP0026,operations,222.99,accommodation,Holiday Inn,Accommodation - Holiday Inn,True,8,0,0,0,39,0,32,11122.27,0.64,0,0.22,0.54
EMP0026,operations,483.44,equipment,Amazon,Equipment - Amazon,True,15,2,0,0,73,0,33,11605.710000000001,1.37,4,0.38,0.6
EMP0026,operations,30.18,transportation,Uber,Transportation - Uber,True,13,2,0,0,64,0,34,11635.89,0.09,0,0.46,0.19
EMP0026,operations,136.12,office_supplies,Office Depot,Office Supplies - Office Depot,True,11,2,0,0,59,0,35,11772.01,0.4,5,0.36,0.15
EMP0026,operations,54.94,meals,Chipotle,Meals - Chipotle,True,12,6,1,0,24,0,36,11826.95,0.17,9,0.38,0.48
EMP0027,sales,82.66,miscellaneous,Other,Miscellaneous - Other,True,13,3,0,0,29,0,1,82.66,1.0,18,0.78,0.56
EMP0027,sales,40.92,office_supplies,Best Buy,Office Supplies - Best Buy,True,19,1,0,0,54,0,2,123.58,0.66,0,0.56,0.55
EMP0027,sales,30.71,meals,Subway,Meals - Subway,True,7,3,0,0,26,0,3,154.29,0.6,6,0.24,0.3
EMP0027,sales,6.09,miscellaneous,Other,Miscellaneous - Other,True,14,1,0,0,49,0,4,160.38,0.15,14,0.15,0.17
EMP0027,sales,1437.87,equipment,Best Buy,Equipment - Best Buy,False,12,6,1,0,48,0,5,1598.25,4.5,5,0.51,0.54
EMP0027,sales,710.44,travel,Delta Airlines,Travel - Delta Airlines,True,11,0,0,0,25,0,6,2308.69,1.85,2,0.16,0.23
EMP0027,sales,1616.29,equipment,Apple Store,Equipment - Apple Store,True,18,2,0,0,47,0,7,3924.98,2.88,9,0.81,0.21
EMP0027,sales,76.11,transportation,Taxi,Transportation - Taxi,True,14,2,0,0,64,0,8,4001.0899999999997,0.15,1,0.7,0.57
EMP0027,sales,159.01,travel,JetBlue,Travel - JetBlue,True,18,4,0,0,61,0,9,4160.099999999999,0.34,9,0.8,0.3
EMP0027,sales,433.31,training,Workshop,Training - Workshop,True,16,2,0,0,71,0,10,4593.41,0.94,14,0.18,0.29
EMP0027,sales,389.76,software,Google Cloud,Software - Google Cloud,True,16,4,0,0,56,0,11,4983.17,0.86,8,0.54,0.43
EMP0027,sales,555.77,office_supplies,Staples,Office Supplies - Staples,True,8,3,0,0,20,1,12,5538.94,1.2,4,0.51,0.51
EMP0027,sales,96.35,office_supplies,Office Depot,Office Supplies - Office Depot,True,8,6,1,0,45,0,13,5635.29,0.22,0,0.68,0.38
EMP0027,sales,626.94,travel,United Airlines,Travel - United Airlines,True,5,4,0,0,29,1,14,6262.23,1.4,12,0.61,0.39
EMP0027,sales,453.36,travel,Southwest,Travel - Southwest,True,9,4,0,0,40,0,15,6715.59,1.01,5,0.69,0.27
EMP0027,sales,96.98,miscellaneous,Various,Miscellaneous - Various,True,11,1,0,0,11,0,16,6812.57,0.23,4,0.4,0.49
EMP0027,sales,268.82,training,Udemy,Training - Udemy,True,13,2,0,0,23,0,17,7081.39,0.65,2,0.49,0.21
EMP0027,sales,272.73,equipment,Best Buy,Equipment - Best Buy,True,15,4,0,0,58,0,18,7354.12,0.67,4,0.47,0.22
EMP0027,sales,738.07,travel,Southwest,Travel - Southwest,True,16,4,0,0,63,0,19,8092.19,1.73,9,0.57,0.53
EMP0027,sales,97.01,meals,Subway,Meals - Subway,True,0,2,0,0,21,1,20,8189.2,0.24,11,0.68,0.57
EMP0027,sales,58.8,miscellaneous,Various,Miscellaneous - Various,True,8,1,0,0,30,0,21,8248.0,0.15,12,0.33,0.47
EMP0027,sales,65.85,office_supplies,Staples,Office Supplies - Staples,True,15,0,0,0,60,0,22,8313.85,0.17,12,0.1,0.42
EMP0027,sales,105.96,miscellaneous,Other,Miscellaneous - Other,True,11,2,0,0,41,0,23,8419.81,0.29,0,0.88,0.46
EMP0027,sales,202.88,client_entertainment,Sports Event,Client Entertainment - Sports Event,True,14,4,0,0,76,0,24,8622.69,0.56,8,0.73,0.2
EMP0027,sales,326.86,client_entertainment,Restaurant,Client Entertainment - Restaurant,True,13,0,0,0,62,0,25,8949.55,0.91,9,0.28,0.39
EMP0027,sales,1361.8,equipment,Dell,Equipment - Dell,True,11,0,0,0,26,0,26,10311.35,3.43,9,0.34,0.3
EMP0027,sales,259.61,transportation,Lyft,Transportation - Lyft,False,17,1,0,0,14,1,27,10570.96,0.66,11,0.56,0.6
EMP0027,sales,89.9,miscellaneous,Misc Vendor,Miscellaneous - Misc Vendor,True,8,2,0,0,45,0,28,10660.86,0.24,8,0.5,0.54
EMP0027,sales,149.79,office_supplies,Best Buy,Office Supplies - Best Buy,True,18,3,0,0,57,0,29,10810.65,0.4,4,0.52,0.12
EMP0027,sales,941.08,travel,JetBlue,Travel - JetBlue,True,5,2,0,0,14,1,30,11751.73,2.4,13,0.46,0.56
EMP0027,sales,32.73,meals,Starbucks,Meals - Starbucks,False,8,1,0,0,75,0,31,11784.46,0.09,9,0.48,0.54
EMP0027,sales,169.9,meals,Subway,Meals - Subway,False,12,4,0,0,10,1,32,11954.36,0.45,13,0.57,0.09
EMP0027,sales,23.03,transportation,Taxi,Transportation - Taxi,False,12,3,0,0,29,0,33,11977.39,0.06,14,0.51,0.6
EMP0027,sales,475.26,software,Slack,Software - Slack,False,12,2,0,0,80,0,34,12452.65,1.3,4,0.89,0.15
EMP0027,sales,18.45,miscellaneous,Various,Miscellaneous - Various,True,13,2,0,0,48,0,35,12471.1,0.05,5,0.78,0.37
EMP0027,sales,1939.89,equipment,Apple Store,Equipment - Apple Store,True,12,4,0,0,60,0,36,14410.99,4.85,11,0.41,0.07
EMP0027,sales,360.51,client_entertainment,Restaurant,Client Entertainment - Restaurant,True,4,6,1,0,29,1,37,14771.5,0.9,10,0.13,0.13
EMP0027,sales,308.08,software,Zoom,Software - Zoom,True,8,2,0,0,47,0,38,15079.58,0.78,10,0.44,0.06
EMP0027,sales,447.46,software,Google Cloud,Software - Google Cloud,True,16,3,0,0,32,0,39,15527.04,1.12,0,0.44,0.44
EMP0027,sales,172.93,training,Conference Registration,Training - Conference Registration,True,10,0,0,0,24,0,40,15699.97,0.44,2,0.46,0.34
EMP0027,sales,372.18,travel,United Airlines,Travel - United Airlines,False,17,2,0,0,62,0,41,16072.15,0.95,4,0.66,0.6
EMP0027,sales,51.9,miscellaneous,Misc Vendor,Miscellaneous - Misc Vendor,True,9,1,0,0,10,0,42,16124.05,0.14,9,0.82,0.21
EMP0027,sales,30.65,meals,Subway,Meals - Subway,True,18,2,0,0,63,0,43,16154.7,0.08,1,0.55,0.19
EMP0028,marketing,59.67,transportation,Car Rental,Transportation - Car Rental,True,19,4,0,0,28,0,1,59.67,1.0,28,0.83,0.26
EMP0028,marketing,1610.8,equipment,Apple Store,Equipment - Apple Store,True,7,6,1,0,42,0,2,1670.47,1.93,9,0.15,0.48
EMP0028,marketing,88.36,client_entertainment,Sports Event,Client Entertainment - Sports Event,True,8,1,0,0,37,0,3,1758.83,0.15,8,0.7,0.37
EMP0028,marketing,262.21,client_entertainment,Golf Club,Client Entertainment - Golf Club,False,13,0,0,0,49,0,4,2021.04,0.52,5,0.24,0.44
EMP0028,marketing,463.6,training,Conference Registration,Training - Conference Registration,True,16,4,0,0,67,0,5,2484.64,0.93,10,0.76,0.4
EMP0028,marketing,95.43,client_entertainment,Event Venue,Client Entertainment - Event Venue,False,9,6,1,0,22,0,6,2580.07,0.22,9,0.86,0.21
EMP0028,marketing,189.73,training,Conference Registration,Training - Conference Registration,True,16,4,0,0,55,0,7,2769.8,0.48,9,0.77,0.17
EMP0028,marketing,153.49,software,AWS,Software - AWS,True,14,6,1,0,58,0,8,2923.29,0.42,9,0.46,0.4
EMP0028,marketing,492.86,training,Workshop,Training - Workshop,True,11,0,0,0,37,0,9,3416.15,1.3,9,0.37,0.52
EMP0028,marketing,73.01,miscellaneous,Other,Miscellaneous - Other,True,10,4,0,0,44,0,10,3489.16,0.21,7,0.6,0.21
EMP0028,marketing,305.15,miscellaneous,Various,Miscellaneous - Various,True,16,1,0,0,10,1,11,3794.31,0.88,0,0.12,0.55
EMP0028,marketing,25.27,transportation,Uber,Transportation - Uber,False,16,4,0,0,46,0,12,3819.58,0.08,12,0.51,0.13
EMP0028,marketing,60.18,meals,UberEats,Meals - UberEats,True,9,1,0,0,69,0,13,3879.7599999999998,0.2,0,0.51,0.18
EMP0028,marketing,26.07,transportation,Taxi,Transportation - Taxi,True,17,0,0,0,66,0,14,3905.83,0.09,8,0.57,0.32
EMP0028,marketing,156.21,software,Zoom,Software - Zoom,True,15,3,0,0,12,0,15,4062.04,0.58,12,0.34,0.59
EMP0028,marketing,368.99,software,Adobe,Software - Adobe,False,9,0,0,0,41,0,16,4431.03,1.33,11,0.48,0.16
EMP0028,marketing,48.21,meals,DoorDash,Meals - DoorDash,True,12,1,0,0,44,0,17,4479.24,0.18,5,0.65,0.49
EMP0028,marketing,456.83,travel,JetBlue,Travel - JetBlue,True,13,3,0,0,18,0,18,4936.07,1.67,13,0.89,0.12
EMP0028,marketing,66.18,meals,Local Restaurant,Meals - Local Restaurant,True,15,3,0,0,26,0,19,5002.25,0.25,2,0.4,0.16
EMP0028,marketing,715.02,travel,American Airlines,Travel - American Airlines,True,10,0,0,0,60,0,20,5717.2699999999995,2.5,7,0.14,0.56
EMP0028,marketing,132.5,accommodation,Holiday Inn,Accommodation - Holiday Inn,True,8,1,0,0,15,0,21,5849.7699999999995,0.48,0,0.63,0.32
EMP0028,marketing,40.95,transportation,Uber,Transportation - Uber,True,8,3,0,0,18,0,22,5890.72,0.15,13,0.15,0.45
EMP0028,marketing,133.62,miscellaneous,Other,Miscellaneous - Other,True,16,1,0,0,39,0,23,6024.34,0.51,0,0.35,0.41
EMP0028,marketing,765.47,training,Workshop,Training - Workshop,False,18,2,0,0,16,1,24,6789.81,2.71,0,0.27,0.24
EMP0028,marketing,52.24,miscellaneous,Other,Miscellaneous - Other,True,16,4,0,0,44,0,25,6842.05,0.19,12,0.8,0.11
EMP0028,marketing,16.02,meals,Local Restaurant,Meals - Local Restaurant,False,16,1,0,0,65,0,26,6858.07,0.06,7,0.75,0.13
EMP0028,marketing,350.76,client_entertainment,Golf Club,Client Entertainment - Golf Club,True,16,0,0,0,29,0,27,7208.83,1.31,8,0.5,0.48
EMP0028,marketing,59.53,meals,Starbucks,Meals - Starbucks,True,12,2,0,0,62,0,28,7268.36,0.23,1,0.78,0.34
EMP0028,marketing,526.13,travel,United Airlines,Travel - United Airlines,True,17,2,0,0,13,0,29,7794.49,1.96,9,0.14,0.16
EMP0028,marketing,484.06,client_entertainment,Golf Club,Client Entertainment - Golf Club,False,7,3,0,0,70,0,30,8278.55,1.75,10,0.49,0.14
EMP0028,marketing,43.93,miscellaneous,Other,Miscellaneous - Other,True,17,4,0,0,56,0,31,8322.48,0.16,14,0.8,0.3
EMP0028,marketing,215.55,training,Conference Registration,Training - Conference Registration,True,14,4,0,0,34,0,32,8538.03,0.81,6,0.42,0.12
EMP0028,marketing,1310.85,equipment,Apple Store,Equipment - Apple Store,True,12,1,0,0,59,0,33,9848.88,4.39,4,0.76,0.37
EMP0028,marketing,43.1,office_supplies,Office Depot,Office Supplies - Office Depot,True,12,0,0,0,18,0,34,9891.98,0.15,12,0.56,0.31
EMP0028,marketing,661.56,travel,Southwest,Travel - Southwest,True,14,3,0,0,22,0,35,10553.539999999999,2.19,7,0.66,0.51
EMP0028,marketing,216.19,software,Google Cloud,Software - Google Cloud,True,13,1,0,0,70,0,36,10769.73,0.72,2,0.74,0.35
EMP0028,marketing,321.66,accommodation,Hampton Inn,Accommodation - Hampton Inn,True,12,2,0,0,69,0,37,11091.39,1.07,11,0.65,0.22
EMP0028,marketing,60.36,meals,Chipotle,Meals - Chipotle,True,15,3,0,0,42,0,38,11151.75,0.21,12,0.71,0.25
EMP0028,marketing,41.98,transportation,Parking,Transportation - Parking,False,17,3,0,0,64,0,39,11193.73,0.15,13,0.8,0.49
EMP0028,marketing,324.53,accommodation,Holiday Inn,Accommodation - Holiday Inn,True,19,2,0,0,42,0,40,11518.26,1.13,11,0.89,0.34
EMP0028,marketing,84.53,meals,Starbucks,Meals - Starbucks,True,15,2,0,0,22,1,41,11602.789999999999,0.3,12,0.66,0.26
EMP0028,marketing,368.38,training,Workshop,Training - Workshop,True,13,4,0,0,13,0,42,11971.17,1.29,14,0.28,0.53
EMP0028,marketing,56.61,meals,Chipotle,Meals - Chipotle,True,8,3,0,0,44,0,43,12027.78,0.2,10,0.29,0.5
EMP0028,marketing,750.63,travel,American Airlines,Travel - American Airlines,True,16,6,1,0,54,0,44,12778.41,2.58,11,0.65,0.44
EMP0028,marketing,16.65,transportation,Lyft,Transportation - Lyft,True,14,1,0,0,74,0,45,12795.06,0.06,8,0.42,0.6
EMP0028,marketing,367.36,travel,Southwest,Travel - Southwest,False,11,0,0,0,33,0,46,13162.42,1.28,12,0.77,0.36
EMP0029,finance,124.61,software,Adobe,Software - Adobe,True,9,4,0,0,38,0,1,124.61,1.0,23,0.66,0.44
EMP0029,finance,67.23,office_supplies,Best Buy,Office Supplies - Best Buy,True,3,5,1,0,19,1,2,191.84,0.7,10,0.11,0.13
EMP0029,finance,369.19,equipment,Lenovo,Equipment - Lenovo,True,14,0,0,0,76,0,3,561.03,1.97,2,0.25,0.35
EMP0029,finance,104.41,client_entertainment,Event Venue,Client Entertainment - Event Venue,True,15,2,0,0,74,0,4,665.44,0.63,2,0.83,0.57
EMP0029,finance,16.51,transportation,Car Rental,Transportation - Car Rental,True,14,4,0,0,28,0,5,681.95,0.12,3,0.57,0.51
EMP0029,finance,31.33,transportation,Uber,Transportation - Uber,True,14,4,0,0,43,0,6,713.28,0.26,8,0.42,0.33
EMP0029,finance,36.38,transportation,Car Rental,Transportation - Car Rental,False,7,1,0,0,68,0,7,749.66,0.34,5,0.62,0.08
EMP0029,finance,202.46,equipment,Apple Store,Equipment - Apple Store,True,19,4,0,0,14,0,8,952.12,1.7,8,0.32,0.43
EMP0029,finance,319.06,travel,United Airlines,Travel - United Airlines,True,11,0,0,0,36,0,9,1271.18,2.26,7,0.19,0.18
EMP0029,finance,237.19,travel,American Airlines,Travel - American Airlines,True,10,4,0,0,60,0,10,1508.3700000000001,1.57,1,0.83,0.16
EMP0029,finance,197.89,travel,Delta Airlines,Travel - Delta Airlines,True,11,0,0,0,76,0,11,1706.26,1.28,3,0.73,0.34
EMP0029,finance,242.46,accommodation,Holiday Inn,Accommodation - Holiday Inn,True,15,0,0,0,24,0,12,1948.72,1.49,7,0.76,0.24
EMP0029,finance,463.37,training,Udemy,Training - Udemy,False,11,0,0,0,74,0,13,2412.09,2.5,13,0.79,0.27
EMP0029,finance,67.29,training,Workshop,Training - Workshop,True,17,2,0,0,73,0,14,2479.38,0.38,4,0.54,0.54
EMP0029,finance,11.87,meals,Starbucks,Meals - Starbucks,True,14,4,0,0,47,0,15,2491.25,0.07,13,0.76,0.59
EMP0029,finance,149.51,office_supplies,Amazon,Office Supplies - Amazon,True,15,2,0,0,77,0,16,2640.76,0.91,9,0.43,0.45
